referencia_web,cantidad_visitas,m2_constr,dormitorios,banos,cantidad_armarios,consumo_energia,emisiones_CO2,cal_energetica,estado,ano_construccion,ascensor,orientacion,sistema_agua,calefaccion,tipo_suelo,cocina_equipada,garajes,m2_utiles,vista zona,Comunidad/personas edificio,Zonas verdes,terrazas,acceso_minusvalido,puerta_seguridad,conserje,plantas,N_piso,reservado/sin_reserva,url_piso/id,barrios,cod_barrio,distrito,cod_distrito,codigo_Postal,tipologia,url_website,descripcion_extendida,garaje,jardin,referencia,n.visitas,chimenea,lavadero,videoportero,title,precio,fecha_publicacion,aire_acondicionado,piscina,trastero,alarma,amueblado,cod_barrio_2,tipo_fachada,exterior
,,112,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,acacias,22,arganzuela,2,28005,piso,https://www.pisosmadrid.com.es/propiedad/4042499-apartamento-planta-baja-en-venta-en-lavapies-madrid,VENTA DE LA NUDA PROPIEDADSOLO INVERSIONISTASInmobiliaria Eduardo Molet te presenta esta espectacular oportunidad de adquirir la NUDA PROPIEDAD de un piso situado en una excelente ubicacion en el Barrio de Acacias que pertenece al Distrito ArganzuelaLa actual propietaria de 95 anos seguira viviendo en este inmueble como usufructuaria hasta el final de sus dias El comprador que adquiera la NUDA PROPIEDAD de este inmueble podra adquirir el pleno dominio cuando se extinga dicho usufructo vitalicioSituado en la planta 1o este espacioso piso de 112 m2 con 90 m2 destinados a la vivienda y 22 m2 a elementos comunes se distingue por su tranquilidad en el entorno a pesar de encontrarse en pleno centro de Madrid Incluye una plaza de garaje y trastero para mayor comodidadLa finca construida en 1979 ofrece comodidades actuales con cuatro dormitorios y dos banos esta vivienda cuenta con una cocina independiente y un acogedor salon caracteristicas adicionales como armarios empotrados suelo de parquet ventanas de aluminio calefaccion y agua caliente central contribuyen al atractivo de esta viviendaLa ubicacion estrategica es uno de los aspectos destacados en su excelente red de transporte la estacion de Piramides a solo 2 minutos caminando desde el portal con metro lineas 5 y tren de cercanias lineas C1 y C10Barrio es conocido por su ambiente amigable y acogedor sus calles albergan una mezcla eclectica de tiendas locales restaurantes de calidad y mercados tradicionales los residentes disfrutan de la comodidad de tener colegios supermercados farmacias y servicios esenciales a pocos metros del portal lo que contribuye a una vida cotidiana practica y agradableLa oferta cultural y de ocio es muy variada desde parques MADRID RIO 17 km de parques y espacios verdes a tan solo 200 m de la vivienda asi como el Parque de la Arganzuela y Tierno Galban hasta centros culturales teatros y opciones para todos los gustos la proximidad al rio Manzanares agrega un toque de serenidad y posibilidades para actividades al aire libre,1.0,0.0,PM4042115,30.0,0.0,0.0,1.0,Piso en venta en Arganzuela Madrid,426000.0,2024-09-27 00:00:00,0.0,0.0,1.0,0.0,0.0,2,,
,,167,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,imperial,21,arganzuela,2,28005,piso,https://www.pisosmadrid.com.es/propiedad/4066195-piso-en-venta-en-arg%C3%BCelles-madrid,Si estas buscando la vivienda de tus suenos en una de las zonas mas emblematicas de Madrid Puente de Segovia DEJA DE BUSCAR ESTA ES TU OPORTUNIDADASR Home te presenta un piso de 4 habitaciones espectacular en un barrio de los mas castizos del centro de Madrid y al lado de Madrid Rio Se encuentra para entrar a vivir solo tendras que decorarlo a tu gusto y hacer de el un espacio que siempre has sonado Ademas te ofrece la posibilidad de adquirir plaza de garaje muy cerca por solo 35000 EUR mas para que tengas todas las comodidades a tu alcance  ESTE PISO ES ESPECIAL PORQUE  Pasear correr o disfrutar de Madrid Rio es algo que  ahora puedes hacer realidad Es un piso muy amplio y luminoso muy apropiado para familias Podras vivir en el o convertirlo en una gran inversion para sacarle gran rentabilidad en alquiler ya que puedes dividir y hacer 2 apartamentos Cuenta con 2 ascensores y un montacargas tambien cuenta con un salva escalera para personas de movilidad reducida DISTRIBUCION El inmueble cuenta con un recibidor que da paso a una gran cocina con tendedero cerrado y espacio para comer seguimos por el pasillo hacia una de las cuatro habitaciones hoy en dia convertida en despacho continua el amplio salon con una gran terraza acristalada despues el pasillo nos llevara a los otros tres dormitorios el principal con zona de vestidor y terraza acristalada y a los dos banos completos uno con plato de ducha y otro con banera EQUIPAMIENTO Y CALIDADES El piso se encuentra para entrar a vivir con calidades de construccion muy buenas y en condiciones muy aceptablesCOMUNICACIONES Se ubica cerca del metro Puerta del Angel y multiples paradas de autobuses que le llevaran a cualquier lugar del centro de Madrid A pocos minutos se encuentra tambien la parada de Principe Pio con metro cercanias y trenes al alcanceCOMERCIO SERVICIOS OCIO En esta zona hay gran variedad de comercio restauracion centros medicos y hospitales y ademas a un paso se encuentra la famosa zona de Madrid Rio espectacular espacio para practicar deporte y disfrutarCENTROS EDUCATIVOS En el sector de la ensenanza la zona cuenta con una estupendas guarderias y escuela de primaria Para los otros niveles hay colegios publicos y privadosIBI 841EURanulesComunidad 150EURmesTE FINANCIAMOS HASTA EL 100 NO DUDES EN CONSULTARNOSAviso legal recordamos a nuestros senores clientes que la informacion facilitada no constituye una autentica oferta vinculante no contractual Este anuncio publicitario es provisional las fotografias y datos en el incluidos estan sujetos a posibles modificaciones consecuencia de exigencias comerciales juridicas tecnicas o por mandato expreso de los propietarios,0.0,1.0,PM4065445,20.0,0.0,0.0,1.0,Piso en venta en Imperial Madrid,715000.0,2024-10-12 00:00:00,0.0,0.0,1.0,0.0,0.0,1,,
,,90,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,imperial,21,arganzuela,2,28005,piso,https://www.pisosmadrid.com.es/propiedad/4065445-piso-en-venta-en-imperial-madrid,SERVICHECK VENDE PISO DE 4 HABITACIONES DOS BANOS PLAZA DE GARAJE Y TRASTERO EN LA ZONA DEL CASCO HISTORICO DE VALLECASDesde Servicheck presentamos este encantador piso en venta con una distribucion cuidadosamente disenada para brindarte la maxima comodidad y funcionalidad compuesto de cuatro habitaciones muy amplias con armarios empotrados grandes ventanales con carpinteria de PVC y ventanas climalit que dan vista a zona tranquila de calle de poco transito dos bonitos cuartos de bano y uno de ellos en suite de la habitacion principalDesde el recibidor encontramos un bonito y luminoso salon a continuacion una preciosa cocina completa con todo los electrodomesticos y donde tiene mucho espacio de almacenamientoVivienda equipada con calefaccion por radiadores y aire acondicionado bomba friocalorAdemas su ubicacion exterior permite la entrada de luz natural creando un ambiente luminoso y acogedor en todo el espacioEs una cuarta planta con ascensorEl precio incluye una amplia plaza de garaje y trasteroVIVIENDA DE 90 m2 CONSTRUIDOSAPARCAMIENTO 12 m2TRASTERO 5 m2ELEMENTOS COMUNES 56 m2El piso se encuentra localizado en una zona estrategica supermercados cafeterias autoescuelas bares colegios Formacion 15 minutos andando al metro de villa de Vallecas Linea 1 y lineas de autobuses El acceso a vias como la M30 M45 M50 y A3Si estas interesado en conocer el inmueble llama a Carlos Nastasia al 695_19_02_89 tambien se atiende por WhatsApp,1.0,0.0,PM4065338,40.0,0.0,0.0,0.0,Piso en venta en Vallecas Madrid,259900.0,2024-10-12 00:00:00,0.0,0.0,1.0,0.0,0.0,1,,
RP142024126220,701,26,1.0,1.0,,Consumo 344 KW hm2 ano,Emisiones 58 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,1.0,,Agua caliente Individual,Calefaccion Electrica,,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallearquitecturaacaciasarganzuelamadridmadridRP142024126220,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE ARQUITECTURA Acacias Arganzuela Madrid Madrid,130000.0,06052024,1.0,0.0,0.0,0.0,0.0,2.0,,
RP142023120482,1538,40,1.0,1.0,1.0,Consumo 168 KW hm2 ano,Emisiones 35 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,1.0,Orientacion Suroeste,,,,0.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallemartindevargasacaciasarganzuelamadridmadridRP142023120482,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE MARTIN DE VARGAS Acacias Arganzuela Madrid Madrid,179000.0,08112023,0.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024122669,2151,45,1.0,1.0,,Consumo 446 KW hm2 ano,Emisiones 79 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,1.0,Orientacion Suroeste,,,,1.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmuebleestudioenventaenacaciasarganzuelamadridmadridRP142024122669,acacias,22.0,arganzuela,2.0,28005.0,estudio,,,,,,,,,,Estudio en venta en Acacias Arganzuela Madrid Madrid,210000.0,18012024,1.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024128783,600,47,1.0,1.0,,Consumo 427 KW hm2 ano,Emisiones 76 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,1.0,,,Calefaccion Electrica,,1.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmuebleestudioenventaenacaciasarganzuelamadridmadridRP142024128783,acacias,22.0,arganzuela,2.0,28005.0,estudio,,,,,,,,,,Estudio en venta en Acacias Arganzuela Madrid Madrid,210000.0,18072024,1.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024126416,2053,47,1.0,1.0,,Consumo 261 KW hm2 ano,Emisiones 53 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,1.0,,,Calefaccion Gas Natural,,1.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmuebleestudioenventaencalleercillaacaciasarganzuelamadridmadridRP142024126416,acacias,22.0,arganzuela,2.0,28005.0,estudio,,,,,,,,,,Estudio en venta en CALLE ERCILLA Acacias Arganzuela Madrid Madrid,255000.0,10052024,1.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142023118267,2456,45,2.0,1.0,,Consumo 250 KW hm2 ano,Emisiones 52 Kg CO2m2 ano,Cal energetica,,,0.0,Orientacion Noreste,,Calefaccion Electrica,Tipo de suelo Tarima Flotante,1.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallearquitecturaacaciasarganzuelamadridmadridRP142023118267,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE ARQUITECTURA Acacias Arganzuela Madrid Madrid,230000.0,08092023,0.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024127525,762,46,2.0,1.0,,Consumo 269 KW hm2 ano,Emisiones 56 Kg CO2m2 ano,Cal energetica,Estado A reformar,,1.0,Orientacion Noreste,Agua caliente Central,Calefaccion Central,,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencalleercillaacaciasarganzuelamadridmadridRP142024127525,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE ERCILLA Acacias Arganzuela Madrid Madrid,270000.0,12062024,0.0,0.0,0.0,0.0,0.0,2.0,,
RP142024129399,667,51,2.0,1.0,2.0,Consumo 309 KW hm2 ano,Emisiones 76 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,0.0,,Agua caliente Gas natural,Calefaccion Individual,,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE PENUELAS Acacias Arganzuela Madrid Madrid,262500.0,09082024,1.0,0.0,0.0,0.0,0.0,2.0,,
RP142024125601,1022,54,2.0,1.0,2.0,Consumo 347 KW hm2 ano,Emisiones 72 Kg CO2m2 ano,Cal energetica,Estado A reformar,,1.0,,,Calefaccion Individual,,0.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaenpaseodelasacaciasacaciasarganzuelamadridmadridRP142024125601,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en PASEO DE LAS ACACIAS Acacias Arganzuela Madrid Madrid,268500.0,15042024,0.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024130836,1683,55,2.0,1.0,,,,,Estado A reformar,,1.0,Orientacion Sureste,Agua caliente Individual,,,0.0,, 40 ,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallelabradoracaciasarganzuelamadridmadridRP142024130836,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE LABRADOR Acacias Arganzuela Madrid Madrid,270000.0,01102024,0.0,0.0,0.0,0.0,0.0,2.0,Tipo de fachada Ladrillo,1.0
RP142024131107,467,57,2.0,1.0,,,,,, Mas de 50 anos,0.0,Orientacion Sureste,Agua caliente Gas natural,Calefaccion Electrica,Tipo de suelo Tarima normal,0.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaenpaseosantamariadelacabezaacaciasarganzuelamadridmadridRP142024131107,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en PASEO SANTA MARIA DE LA CABEZA  Acacias Arganzuela Madrid Madrid,270000.0,09102024,0.0,0.0,1.0,0.0,0.0,2.0,,1.0
RP142024129025,693,63,2.0,1.0,,Consumo 257 KW hm2 ano,Emisiones 54 Kg CO2m2 ano,Cal energetica,Estado A reformar,,1.0,,,Calefaccion Gas Natural,Tipo de suelo Gres,0.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallemartindevargasacaciasarganzuelamadridmadridRP142024129025,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE MARTIN DE VARGAS Acacias Arganzuela Madrid Madrid,285000.0,27072024,0.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024124323,940,109,3.0,2.0,2.0,Consumo 213 KW hm2 ano,Emisiones 44 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,0.0,Orientacion Noreste,,,,0.0,Garajes 1,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaenpaseosantamariadelacabezaacaciasarganzuelamadridmadridRP142024124323,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en PASEO SANTA MARIA DE LA CABEZA Acacias Arganzuela Madrid Madrid,569000.0,05032024,0.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP1052024131531,35,113,3.0,1.0,2.0,Consumo 175 KW hm2 ano,Emisiones 70 Kg CO2m2 ano,Cal energetica,,,1.0,,,,,0.0,, 93 ,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallecavabajapalaciocentromadridmadridRP1052024131531,imperial,21.0,latina,10.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE Cava Baja Palacio Centro Madrid Madrid,580000.0,21102024,1.0,0.0,0.0,0.0,0.0,1.0,,1.0
RP142024122766,1336,114,3.0,2.0,4.0,Consumo 159 KW hm2 ano,Emisiones 32 Kg CO2m2 ano,Cal energetica,Estado Perfecto Estado,,1.0,Orientacion Suroeste,,,,0.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencallelaurelacaciasarganzuelamadridmadridRP142024122766,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE LAUREL Acacias Arganzuela Madrid Madrid,475000.0,22012024,0.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024127024,1802,65,3.0,1.0,,Consumo 274 KW hm2 ano,Emisiones 57 Kg CO2m2 ano,Cal energetica,Estado A reformar,,0.0,,,Calefaccion Individual,Tipo de suelo Gres,0.0,,,Exterior,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaenpaseodelasyeseriasacaciasarganzuelamadridmadridRP142024127024,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en PASEO DE LAS YESERIAS  Acacias Arganzuela Madrid Madrid,269900.0,28052024,1.0,0.0,0.0,0.0,0.0,2.0,,1.0
RP142024124564,1614,70,3.0,1.0,,Consumo 347 KW hm2 ano,Emisiones 71 Kg CO2m2 ano,Cal energetica,Estado A reformar,,1.0,Orientacion Suroeste,,Calefaccion Central,,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,httpswwwredpisoesinmueblepisoenventaencalleercillaacaciasarganzuelamadridmadridRP142024124564,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE ERCILLA Acacias Arganzuela Madrid Madrid,330000.0,11032024,1.0,0.0,0.0,0.0,0.0,2.0,,
RP142024125584,1029,83,3.0,1.0,2.0,Consumo 221 KW hm2 ano,Emisiones 46 Kg CO2m2 ano,Cal energetica,Estado A reformar,,1.0,,,Calefaccion Central,,1.0,,,,,0.0,,0.0,0.0,0.0,,,,,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE PENUELAS Acacias Arganzuela Madrid Madrid,320000.0,15042024,0.0,0.0,0.0,0.0,0.0,2.0,,
RP1052023119116,1168,105,4.0,2.0,,Consumo 75 KW hm2 ano,Emisiones 30 Kg CO2m2 ano,Cal energetica,Estado A reformar,,0.0,,,,,1.0,, 95 ,Exterior,,0.0,,0.0,0.0,0.0,,,1.0,httpswwwredpisoesinmueblepisoenventaencalleangostadelosmancebospalaciocentromadridmadridRP1052023119116,imperial,21.0,latina,10.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE ANGOSTA DE LOS MANCEBOS Palacio Centro Madrid Madrid,600000.0,02102023,0.0,0.0,1.0,0.0,0.0,1.0,,1.0
,,51,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,1.0,httpswwwredpisoesinmueblepisoenventaencallepenuelasacaciasarganzuelamadridmadridRP142024129399,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE PEÑUELAS Acacias Arganzuela Madrid Madrid,262500.0,,,,,,,2.0,,
,,83,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,0.0,httpswwwredpisoesinmueblepisoenventaencallepenuelasacaciasarganzuelamadridmadridRP142024125584,acacias,22.0,arganzuela,2.0,28005.0,piso,,,,,,,,,,Piso en venta en CALLE PEÑUELAS Acacias Arganzuela Madrid Madrid,320000.0,,,,,,,2.0,,
,,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,garaje,https://www.pisosmadrid.com.es/propiedad/3962092-local-en-venta-en-retiro-madrid,Se vende plaza de garaje en el tercer sotano del amplio aparcamiento subterraneo del Paseo de la Castellana 135 un edificio de oficinas en plano centro financiero de Madrid junto a la Plaza de CuzcoMide 12 metros cuadrados mas 13 metros cuadrados de elementos comunes cuenta con vigilancia las 24 horas y con acceso directo en ascensor desde el interior de edificio La plaza de aparcamiento que tiene justo delante tiene una servidumbre de paso para permitir el accesoGastos de comunidad e IBI 100EUR al trimestreNO COBRAMOS HONORARIOS AL COMPRADOREste anuncio se muestra a titulo informativo no es contractual ni vinculante y puede contener errores,0.0,0.0,PM3959128,80.0,0.0,0.0,0.0,Garaje en venta en Castellana Madrid,27000.0,2024-07-19 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
,,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,garaje,https://www.pisosmadrid.com.es/propiedad/3897519-apartamento-planta-baja-en-venta-en-madrid,SERVICHECK SE VENDE PLAZA DE GARAJE EN MADRID Se Vende Plaza de garaje en la planta 1 buen accesoPara visitas presenciales preguntar por Emiliano Correa al 602_250_283 Se atiende solo por WhatsApp Siempre que el vehiculo sea pequeno maximo tamano estandarEntrada y salida a traves del portal con escaleras y ascensor,0.0,0.0,PM3896017,80.0,0.0,0.0,0.0,Garaje en venta en Castellana Madrid,22000.0,2024-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
,,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,garaje,https://www.pisosmadrid.com.es/propiedad/3897401-piso-en-venta-en-ibiza-madrid,OPORTUNIDADSERVICHECK VENDE Mejor ver Se vende plaza de garaje en planta 1 Mejor ver  Siempre que el vehiculo sea pequeno maximo tamano estandarEntrada y salida a traves del portal con escaleras y ascensorPara visitas presenciales preguntar por EMILIANO CORREA al 602_250_283 Tambien se atiende por WhatsApp,0.0,0.0,PM3896016,90.0,0.0,0.0,0.0,Garaje en venta en Castellana Madrid,24000.0,2024-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,garaje,https://www.pisosmadrid.com.es/propiedad/4038544-garaje-en-venta-en-castillejos-madrid,DP2020 vende fantastica plaza de garaje en Madrid calle Sor Angela de la CruzEste aparcamiento para vehiculos dispone de buenos accesos maniobrabilidad y esta bien comunicadaInformate y visita sin compromisoDP2020 la inmobiliaria de las familias exigentes tu inmobiliaria de confianza,0.0,0.0,PM4038072,20.0,0.0,0.0,0.0,Garaje en venta en Castellana Madrid,32600.0,2024-09-25 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,garaje,https://www.pisosmadrid.com.es/propiedad/3866604-apartamento-en-venta-en-malasana-madrid,GARAJE EN MADRID Garaje situado en la Paseo de la Castellana en Madrid CON INCIDENCIAS INMUEBLE SIN POSESION El estado de ocupado yo los impedimentos para que el inmueble pueda ser visitado libremente por los tecnicos impiden su tasacion oficial conforme exige la Orden ECO8052003 de 27 de marzo por lo que el inmueble mientras perdure la situacion no podra ser hipotecado  con lo cual la compra seria al CONTADO Este inmueble ha sido adquirido por el Vendedor pero aun no se ha tomado la posesion al tener incidencias El Adquirente asumira la situacion fisica y estado de conservacion la situacion urbanistica las discrepancias entre la realidad fisica y la realidad registral y catastral o en la cabida del Inmueble la adecuacion registral y catastral del Inmueble y los tramites que conlleven la obtencion de la Posesion Judicial del Inmueble yo posibles acuerdos extrajudiciales con el ocupante en el caso de haberloHonorarios de gestion no incluidos en el precio de compraVENDE SINERGIA INVESTMENT   613 508 666  854 53 53 59wwwinmobiliariasinergiaes,0.0,0.0,PM3863823,150.0,0.0,0.0,0.0,Garaje en venta en Castellana Madrid,34125.0,2024-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
,,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,garaje,https://www.pisosmadrid.com.es/propiedad/3866311-piso-en-venta-en-villaverde-madrid,GARAJE EN MADRID Garaje situado en la Paseo de la Castellana Madrid CON INCIDENCIAS INMUEBLE SIN POSESION El estado de ocupado yo los impedimentos para que el inmueble pueda ser visitado libremente por los tecnicos impiden su tasacion oficial conforme exige la Orden ECO8052003 de 27 de marzo por lo que el inmueble mientras perdure la situacion no podra ser hipotecado  con lo cual la compra seria al CONTADO Este inmueble ha sido adquirido por el Vendedor pero aun no se ha tomado la posesion al tener incidencias El Adquirente asumira la situacion fisica y estado de conservacion la situacion urbanistica las discrepancias entre la realidad fisica y la realidad registral y catastral o en la cabida del Inmueble la adecuacion registral y catastral del Inmueble y los tramites que conlleven la obtencion de la Posesion Judicial del Inmueble yo posibles acuerdos extrajudiciales con el ocupante en el caso de haberloHonorarios de gestion no incluidos en el precio de compraVENDE SINERGIA INVESTMENT   613 508 666  854 53 53 59wwwinmobiliariasinergiaes,0.0,0.0,PM3863822,190.0,0.0,0.0,0.0,Garaje en venta en Castellana Madrid,32340.0,2024-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
,,304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,oficina,https://www.pisosmadrid.com.es/propiedad/3971814-piso-en-venta-en-ciudad-lineal-madrid,109 Edificio exclusivo de oficinasUbicacion Premium Zona con considerable actividad empresarial y comercial Junto a El Corte Ingles de Castellana Lindando con Nuevos Ministerios Acceso rapido al aeropuerto A menos de 10 minutos del BernabeuZona comercial con tiendas de prestigio a nivel nacional e internacionalSuperficie construida 275 m2  Oficina completamente reformada con acceso a una gran terraza superficie 75 m2Cuenta con varios despachos y varias salas completamente diafanasCocina officeOficina muy luminosa gracias a sus grandes ventanales Portal moderno recien reformadoPosibilidad de comprar 3 plazas de garaje en la misma fincaExcelente comunicacion,1.0,0.0,PM3967338,60.0,0.0,0.0,0.0,Oficina en venta en Tetuan Madrid,950000.0,2024-07-25 00:00:00,0.0,0.0,0.0,1.0,0.0,6,,
,,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,lista,45,salamanca,4,28006,piso,https://www.pisosmadrid.com.es/propiedad/4034352-piso-en-venta-en-lista-madrid,Piso 0 dormitorios 0 banos 0 garajes Para reformar en Madrid Madrid Oportunidad solo para inversores El activo se encuentra ocupado Debido al estado ocupacional del activo no se pueden realizar visitas al mismo Piso de segunda mano en venta situado en la provincia de Madrid Cuenta con una superficie de 45 m2 distribuidos en 1 dormitorio cocina salon y 1 bano Se localiza en la primera planta de un edificio residencial y en sus inmediaciones dispone de todo tipo de servicios Tiene buena comunicacion tanto por medio de transporte publico como a traves de vehiculo privado,0.0,0.0,PM4033748,10.0,0.0,0.0,0.0,Piso en venta en Madrid,74500.0,2024-09-23 00:00:00,0.0,0.0,0.0,0.0,0.0,5,,
,,465,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,castellana,46,salamanca,4,28006,nave,https://www.pisosmadrid.com.es/propiedad/3959128-garaje-en-venta-en-castellana-madrid,SERVICHECK VENDE NAVE INDUSTRIAL DE 465 MT2 CONSTRUIDOS EN LA ZONA DEL CASCO HISTORICO DE VILLA VALLECASPara informacion contactar con Lucas Margara al 657_919_733  TAMBIEN SE ATIENDE POR WHATSAPPLa nave se encuentra en muy buen estado totalmente diafana Muy buena altura cuenta con doble entradaLa ubicacion es inmejorable a menos de 5 minutos andando al metro Villa Vallecas 10 minutos del Renfe de Villa Vallecas y Sierra de Guadalupe paradas de bus a menos de una calle  Zona muy comercial rodeada de locales tiendas y todo tipo de servicios Facil acceso a M40 y A3 Para informacion contactar con Lucas Margara al 657_919_733  TAMBIEN SE ATIENDE POR WHATSAPP,0.0,0.0,PM3955814,70.0,0.0,0.0,0.0,Nave en venta en Vallecas Madrid,449000.0,2024-07-17 00:00:00,0.0,0.0,0.0,0.0,0.0,6,,
