title;url;P;precio;precio_anterior;descuento;EUR/m2;m2_constr;ciudad;distrito;cod_distrito;barrio;cod_barrio;zona;calle;title2;consumoce_ano;letrace;emisiones_co2;tipologia;propiedad_completa;estado;amueblado;planta;habitaciones;dormitorios;banos;balcon;terraza;garaje;trastero;ascensor;porteria;acceso_minusv;calefaccion;ano_construccion;plantas_edificio;aire_acondicionado;jardin;gastos_comunidad;inmueble_ingresos;alquiler_opcion_a_compra;disponibilidad;usufructo;nuda_propiedad;derecho_superficie;sup_comercial;tipo_inmueble;armario_empotrado;buhardilla;cancha_tenis;carpinteria_exterior_doble_vidrio/pvc;carpinteria_exterior_doble_vidrio/madera;carpinteria_exterior_doble_vidrio/metal;carpinteria_exterior_triple_vidrio/madera;carpinteria_exterior_triple_vidrio/metal;carpinteria_exterior_vidrio/pvc;carpinteria_exterior_vidrio/madera;carpinteria_exterior_vidrio/metal;chimenea;cocina_1;fibra_optica;hidromasaje;instalacion_tv_centralizada;instalacion_tv_individual;exterior;interior;interior_y_exterior;orientacion_este;orientacion_norte;orientacion_norte,_sur;orientacion_oeste;orientacion_sur;orientacion_sur,_este;piscina;porton_electrico;puerta_blindada;sistema_alarma;videoportero;lujosa;read_all
Piso de cuatro habitaciones Diego De Leon, Lista, Madrid;https://www.indomio.es/anuncios/96956811/;1.269.000;1269000;;;9.4;135;Madrid; Salamanca;4;Lista;45;Lista;;Piso de cuatro habitaciones Diego De Leon;desconocido;;No indicado;Piso;;;;2;4;4.0;2;;No;;No;Sí;;;;1930.0;;Individual, frío/calor;Sin jardín;€ 160/mes;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;VENDE DIRECT OFRECE un espectacular piso en DIEGO DE LEON, con una gran luminosidad, TRES HUECOS A LA CALLE, en una SEGUNDA planta EXTERIOR. Ubicado en la calle de DIEGO DE LEÓN, del distrito de SALAMANCA, una de las zonas más exclusivas y cotizadas de la capital, con muy buenas comunicaciones, y todo tipo de servicios en el entorno. La vivienda tiene 135 m2 construidos, distribuidos actualmente en salón-comedor, cocina independiente, 4 dormitorios y 2 cuartos de baño. La finca en la que se ubica el inmueble cuenta con conserje, la vivienda dispone calefacción central con contadores, dispone de todas la ventanas de aluminio-climalit, puertas de roble y suelo de tarima. Debido a su configuración la vivienda, y aunque se encuentra actualmente para entrar a vivir, permite realizar diferentes propuestas de diseño y distribución, para poder adaptar la vivienda actual a sus necesidades. Para ello nuestro departamento de arquitectura e interiorismo ha preparado diferentes opciones de reforma. Entre ellas, vivienda de 3 dormitorios en suite, mas despacho y aseo, etc. Las primeras imágenes corresponden a una de las opciones de reforma (OPCION 1) e incluimos un tour virtual donde se podrá dar un paseo por la vivienda como si estuviera reformada. Ponemos a su disposición a nuestro equipo de arquitectos e interioristas para poder adaptarle la vivienda y resolver todas sus dudas, ofreciendo soluciones, presupuestos y ejecución de obra con todas las garantías, plazo y precio cerrados. VENDE DIRECT es un nuevo concepto de consultoría inmobiliaria que incorpora valor añadido en el proceso de compra. Vendemos en el menor tiempo posible mostrando todo el potencial de su vivienda. Puede visitar www.vendedirect.com para conocer más sobre nuestro método de venta. Para más información no dude en contactar con nosotros en el móvil 6 7 4 0 7 1 8 3 7, también por WhatsApp. Miguel Ángel Peinado.
Chalet 5 habitaciones, Recoletos, Madrid;https://www.indomio.es/anuncios/96952873/;650.000;650000;;;2.407;270;Madrid; Salamanca;4;Recoletos;41;Recoletos;;Chalet 5 habitaciones;desconocido;;No indicado;Chalet;;;;1;5;5.0;2;;;;No;;;;;;;;;;;;;;;;1.459;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;1;0;0;0;0;0;Gilmar les presenta este maravilloso Chalet de una única planta en la Urbanización de Colina Blanca, en la zona del Aljarafe, muy próxima a Tomares (Sevilla). Esta encantadora propiedad cuenta con una superficie construida de 270 m2 y está ubicada en una amplia parcela de 1.200 m2, rodeada de un bonito jardín y con una piscina privada, creando un entorno perfecto para disfrutar del aire libre y de momentos de relax en familia.Al ingresar a la vivienda, nos encontramos con un espacioso salón con chimenea, ideal para reuniones y eventos sociales. La propiedad también cuenta con 4 dormitorios, lo que la convierte en una opción perfecta para familias numerosas. Además, dispone de 2 baños completos, una zona de despacho para aquellos que trabajan desde casa y una cocina independiente.Colina Blanca es una Urbanización privada y selecta, con vigilancia 24 horas y a 10 minutos de distancia de Sevilla.En resumen, este chalet en la Urbanización de Colina Blanca es una oportunidad única para aquellos que buscan una propiedad espaciosa, con todas las comodidades y en una ubicación privilegiada. No pierda la oportunidad de visitar este inmueble y descubrir todo lo que tiene para ofrecer.
Piso de dos habitaciones Barrio Goya, Recoletos, Madrid;https://www.indomio.es/anuncios/96951537/;1.459.000;1459000;;;15.041;97;Madrid; Salamanca;4;Recoletos;41;Recoletos;;Piso de dos habitaciones Barrio Goya;desconocido;E;E;Piso;;Bueno / Habitable;;5;2;2.0;2;No;;;;Sí;;;Individual;1930.0;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;+PISO ofrece ¡Oportunidad única en el corazón del distrito de Salamanca, Madrid!Este espectacular piso de 2 habitaciones dobles y 2 baños en suite ofrece un estilo de vida exclusivo y cómodo, además la cocina es abierta y se entrega equipada con electrodomésticos de primera calidad. Esta vivienda está diseñada para quienes buscan luminosidad, espacio y elegancia. Además, se vende amueblado, listo para entrar a vivir sin necesidad de preocuparte por nada más.Ubicada en el codiciado barrio de Lista, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid. No dejes pasar esta oportunidad.¡Contáctanos para más información y para concertar una visita!
Piso de tres habitaciones 134 m², Recoletos, Madrid;https://www.indomio.es/anuncios/96974849/;620.000;620000;;;4.627;134;Madrid; Salamanca;4;Recoletos;41;Recoletos;;Piso de tres habitaciones 134 m²;desconocido;;No indicado;Piso;;;;;3;3.0;2;;;;No;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;1;0;0;0;0;0;Este magnífico bajo se encuentra en una exclusiva urbanización cerrada en Las Rozas, Madrid. Con una ubicación privilegiada en la zona de A-6 (NorOeste), este bajo cuenta con todas las comodidades que puedas desear.Al entrar a la propiedad, te sorprenderá la amplitud de sus espacios. Con una superficie construida de 134 metros cuadrados, esta vivienda ofrece un salón de 40 metros aprox. cuadrados, perfecto para disfrutar de momentos de relax y ocio en familia. Además, cuenta con tres dormitorios uno de ellos en suite, todos ellos exteriores y con armarios empotrados, lo que te brinda un espacio cómodo y funcional para descansar.La cocina, completamente equipada y con una zona de oficce, es el lugar ideal para poner en práctica tus habilidades culinarias. Además, el bajo cuenta con dos grandes terrazas, una de ellas con acceso desde el salón y la otra desde la cocina, donde podrás disfrutar del aire libre y de vistas despejadas.La urbanización en la que se encuentra este inmueble ofrece zonas comunes, jardines cuidados y una piscina comunitaria, perfectos para relajarte y disfrutar del buen clima de la zona. Además, contarás con garaje y trastero, para que puedas organizar tus pertenencias de manera ordenada y segura.En cuanto a la ubicación, esta vivienda se encuentra cerca de varios colegios, entre ellos destaca el Colegio Internacional SEK El Castillo, ubicado a pocos kilómetros de distancia. Además, el centro comercial Zoco de Monte Rozas se encuentra a poca distancia, donde podrás encontrar una amplia oferta de tiendas, restaurantes y servicios.En cuanto a las conexiones de transporte, las líneas de metro más cercanas son las de la estación Las Matas y Las Rozas, y las líneas de cercanías más cercanas son las C-3 y C-7. Además, varias líneas de autobuses pasan cerca de la zona, lo que te permitirá desplazarte fácilmente por la ciudad.El barrio de Las Rozas es conocido por su ambiente tranquilo y seguro, con amplias zonas verdes y una gran oferta de servicios y comercios. Además, cuenta con una excelente comunicación con el centro de Madrid, lo que lo convierte en una opción ideal para aquellos que buscan combinar la tranquilidad de vivir en las afueras con la comodidad de tener todo al alcance de la mano.En resumen, este bajo en Las Rozas es una oportunidad única para disfrutar de una vivienda espaciosa y luminosa, con todas las comodidades que puedas desear. No pierdas la oportunidad de convertir esta propiedad en tu hogar.GILMAR es una reconocida compañía inmobiliaria que lleva desde 1983 ayudando a sus clientes a encontrar la casa de sus sueños. Con una amplia experiencia en el sector, GILMAR se ha consolidado como una de las empresas líderes en el mercado inmobiliario en España. Su equipo de profesionales altamente cualificados está comprometido en ofrecer un servicio personalizado y de calidad, brindando asesoramiento experto y acompañando a sus clientes en todo el proceso de compra o venta de una propiedad.Si estás interesado en obtener más información sobre este inmueble, no dudes en contactar con el equipo de GILMAR. Puedes visitar su oficina en Avda. Atenas 75 (Centro Comercial Zoco de Monte Rozas) o llamar al 91 631 96 50. También puedes enviar un correo electrónico a monterrozas@gilmar.es. Recuerda facilitar la referencia del inmueble para que puedan proporcionarte toda la información necesaria.
Piso de dos habitaciones Barrio Lista, Lista, Madrid;https://www.indomio.es/anuncios/97017089/;550.000;550000;;;6.962;79;Madrid; Salamanca;4;Lista;45;Lista;;Piso de dos habitaciones Barrio Lista;desconocido;E;E;Piso;;Bueno / Habitable;;2;2;2.0;1;No;;;;Sí;;;Individual;1933.0;;Individual;;€ 125/mes;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;+PISO presenta en exclusiva piso en ListaSe trata de una 2º planta, con mucha luz natural, todas las estancias, incluido el baño con sus propias ventanas, que les aportan luz y ventilación.Actualmente el piso se encuentra en muy buen estado de conservación, con 2 dormitorios salón comedor amplio, cocina independiente y un baño completo.Las imágenes que se presentan, corresponden a una propuesta de reforma, hecha por nuestro estudio de arquitectura, específicamente para este inmueble, consiguiendo optimizar los metros útiles de la vivienda.De esta forma se obtienen dos dormitorios con armarios empotrados, un gran ambiente, muy luminoso con tres ventanas a un patio abierto, donde encontramos el salón comedor con la cocina integrada y un baño completo.Situado en un bonito edifico clásico, con muy buen portal y portero físico.Inmejorable ubicación en el barrio de Lista, entre las estaciones de Diego de León y Manuel Becerra, barrio con todo tipo de servicios, comercios y negocios.Lo esperamos para conocerlo.
Piso de dos habitaciones Barrio Lista, Lista, Madrid;https://www.indomio.es/anuncios/96973181/;815.000;815000;;;8.67;94;Madrid; Salamanca;4;Lista;45;Lista;;Piso de dos habitaciones Barrio Lista;desconocido;;Inclasificable;Piso;;Bueno / Habitable;;1;2;2.0;2;No;;;;Sí;;;Individual;1995.0;;Individual;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;1;+PISO Ofrece un precioso piso en excelente zona.Se trata de una primera planta, interior a dos patios uno de ellos es muy amplio, lo que le proporciona luz natural durante todo el día y una tranquilidad total.Amplio salón comedor, dos dormitorios, cocina independiente y dos baños completos.Se encuentra en muy buen estado, se puede entrar a vivir.También es una buena opción para, en caso de querer hacer reforma, optimizar mucho más los metros disponibles.Otra opción muy interesante para adquirir este inmueble, es en el caso que quiera comprar como inversión para poder obtener rentabilidad, debido a la alta demanda de vivienda en esta zona exclusiva, es un piso que se puede alquilar muy fácilmente en su estado actual.El edificio es clásico, con muy bonita fachada, muy buen portal sin barreras arquitectónicas hasta el ascensor. ConserjeUbicado en el barrio de Lista, entre las calles de José Ortega y Gasset y Padilla, muy bien comunicado por Metro ( Diego de León, Lista Y Manuel Becerra a menos de 5 minutos), varias líneas de autobuses, próximo a Centro de salud, hospital de la Princesa, varios colegios y todo tipo de negocios y comercios.Solicite su cita para conocerlo.
Piso de tres habitaciones Avda Carabanchel Alto, Buenavista, Madrid;https://www.indomio.es/anuncios/96934723/;189.000;189000;;;2.864;66;Madrid; Carabanchel;11;Buenavista;116;Buenavista;;Piso de tres habitaciones Avda Carabanchel Alto;desconocido;;No indicado;Piso;;;;Planta baja;3;3.0;1;;;;;;;;;;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 04/2026. Piso en Madrid, idóneo para familias. El inmueble cuenta con una superficie de 66 m construidos distribuidos en tres habitaciones, salón-comedor, cocina y un aseo. Cuenta con todos los servicios necesarios a su alrededor, como la Escuela Infantil Luna Lunera, supermercados, bancos, bibliotecas, farmacias, centros deportivos y la estación de metro La Peseta. Cuenta con fácil acceso a M-40. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.
Piso de tres habitaciones Glorieta Valle de Oro, Opañel, Madrid;https://www.indomio.es/anuncios/96969769/;189.000;189000;;;2.821;67;Madrid; Carabanchel;11;Opañel;112;Opañel;glorieta valle de oro;Piso de tres habitaciones Glorieta Valle de Oro;desconocido;E;No indicado;Piso;;Bueno / Habitable;Sí;4;3;3.0;1;;;;No;No;;;;1959.0;;Individual, frío/calor;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;MASTERPISO vende piso en Glorieta de Oro, en Oporto ( Madrid ), 4ª planta sin ascensor, 67 m2 construidos, salón independiente, 3 habitaciones, cocina, baño. Vivienda en buen estado, suelo de tarima, calefacción y agua caliente gas natural con caldera y contador individual, aire acondicionado en salón y dormitorio principal. Esta vivienda está muy bien situada y muy bien comunicada a dos minutos del metro de Oporto y autobuses, con supermercados, colegios, zonas comerciales. Para más información puede contactar con nosotros. Ven a visitarlo. Si quiere cambiar de vivienda, vender su inmueble, vender para comprar o quiere saber el precio de mercado, hacemos valoraciones totalmente gratuitas y sin compromiso. VALORACIÓN GRATUITA ONLINE EN 2 MINUTOS EN NUESTRA PAGINA WEB www.agenciamasterpiso.es/valoramos-tu-casa/ Asesoramiento financiero gratuito a nuestros clientes. El presente anuncio es a título informativo, no siendo vinculante, ya que puede contener errores, no siendo por tanto contractual en ningún caso.
Piso de cuatro habitaciones Calle Fernando Diaz De Mendoza, Comillas, Madrid;https://www.indomio.es/anuncios/96950317/;345.000;345000;;;3.317;104;Madrid; Carabanchel;11;Comillas;111;Comillas;calle fernando diaz de mendoza;Piso de cuatro habitaciones Calle Fernando Diaz De Mendoza;desconocido;E;No indicado;Piso;;;;2;4;4.0;1;;Sí;;No;No;Portero todo el día;;;;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Amplio piso en Madrid, idóneo para familias. La vivienda dispone de una superficie de 103 m distribuidos en 4 habitaciones, de las cuales 2 tienen acceso a terraza, salón-comedor, cocina equipada con horno además de 1 baño completo. El inmueble tiene mucha luz natural y suelos de parquet. Situado en la 2a planta del edificio, sin ascensor. Situado en el centro de Madrid, muy cerca de Autopista de Circunvalación M-30 en el barrio de Comillas. En sus alrededores encontramos la escuela IES Calderon de la Barca, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, paradas de autobús y la estación de metro Marqués de Vadillo.
Piso de dos habitaciones Avenida de Oporto, Opañel, Madrid;https://www.indomio.es/anuncios/97014985/;197.000;197000;;;2.699;73;Madrid; Carabanchel;11;Opañel;112;Opañel;avenida de oporto;Piso de dos habitaciones Avenida de Oporto;≥ 3,51;E;Pendiente;Piso;1.0;Óptimo / Reformado;Sí;Planta baja;2;2.0;1;;;;;Sí;;;;1955.0;4.0;;;€ 55/mes;;;Libre;;;;;;1;;0;0;;0;0;;1;;0;0;Cocina abierta;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;SE VENDE PISO REFOMADO.Actualmente tiene 2 dormitorios, el propietario correrá con los gastos de hacer un tercer dormitorio, cocina toda reformada, salón de paso, baño reformado, armarios empotrado en las dos habitaciones, suelos de plaquetas, ventana de climalit.Excelente comunicación, a 100 metros de la parada de metro de Opañel (Linea 6), autobuses 47-116, interurbano 441-442-446-463-460-469- N803-N804. Además hay que tener muy en cuenta que la comunicación con el resto de Madrid es muy buena, se sitúa a un paso de la carretera M40, Getafe y Leganés. A unos minutos del centro comercial ISLAZUL y del centro comercial Plaza Rio 2.Precio algo negociable.SI ES LA VIVIENDA DE TUS SUEÑOS ¡LLÁMANOS! . Consulte con nuestros asesores para visitas y financiación.
Piso de tres habitaciones Avenida Del Manzanares, San Isidro, Madrid;https://www.indomio.es/anuncios/96921107/;375.000;375000;;;4.87;77;Madrid; Carabanchel;11;San Isidro;113;San Isidro;avenida del manzanares;Piso de tres habitaciones Avenida Del Manzanares;desconocido;D;D;Piso;;Para reformar;;1;3;3.0;2;Sí;Sí;;;Sí;;;Central;1961.0;;Individual;;€ 100/mes;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;AMMA HOMES ofrece esta Oportunidad piso EXTERIOR con tres dormitorios, en el mismo Madrid Río, el mayor parque lineal de Europa, vivienda ubicada entre Puente de Segovia y Puente de Toledo, cerca de la Ermita del Santo. Piso exterior bien distribuido por su planta cuadrada, consta de salón con terraza, cocina independiente con tendedero, hall, amplio baño, tres dormitorios (2 de ellos son exteriores). La terraza y balcones de la casa dan a un GRAN JARDIN PRIVADO de la comunidad de vecinos, cerrado para su uso exclusivo.Tiene muchas posibilidades en el caso de reforma, todas las divisiones interiores son en tabique no estructural. Consultar las opciones disponibles con nuestros asesores.Excelente portal sin barreras arquitectónicas, con ascensor directo, portero físico y sistema de seguridad con cámaras C. C. T. V. Calefacción central. Zona común ajardinada. El portal da al parque lineal de Madrid Rio y a tan sólo 300 metros de la icónica Ermita de San Isidro. El piso está muy bien situado dentro de la Avenida del Manzanares, justo en el vértice donde confluyen los distritos de Carabanchel, Arganzuela y Latina. Bien comunicado y dotado de todos los servicios junto al portal.¿Quieres vivir en el Madrid Rio?En la práctica, actualmente no hay viviendas disponibles en venta en esta zona, muydemandada por ser un barrio residencial y tranquilo que cuenta con todos los servicios comocolegios, instituto, comercios, supermercados, parroquia y muchísimas zonas verdes, con usose instalaciones deportivas.El estado de la vivienda es de segunda mano y seríaaconsejable hacer una pequeña reforma, que ofrece la posibilidad de adaptar la vivienda algusto de los nuevos propietarios.
Piso de cuatro habitaciones Calle Fernando Díaz de Mendoza, Comillas, Madrid;https://www.indomio.es/anuncios/96932793/;345.000;345000;;;3.833;90;Madrid; Carabanchel;11;Comillas;111;Comillas;calle fernando diaz de mendoza;Piso de cuatro habitaciones Calle Fernando Díaz de Mendoza;desconocido;E;E;Piso;;;Sólo cocina amueblada;2;4;4.0;1;No;Sí;;No;No;;No;;;;;Sin jardín;;;;Libre;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;1;;0;0;;;;0;;0;0;0;0;0;0;HOGALIA SOLUCIONES INMOBILIARIAS pone a la venta piso en Madrid, zona Comillas. La vivienda consta de una superficie de 90 m de vivienda distribuidos en 4 habitaciones, dos de ellas tienen acceso a balcón, salón-comedor, cocina equipada con horno y un baño completo. El piso tiene mucha luz natural y los suelos de parquet, está ubicado en una 2ªplanta sin ascensor.Situado en el centro de Madrid, muy cerca de Autopista de Circunvalación M-30 en el barrio de Comillas. En sus alrededores encontramos la escuela IES Calderon de la Barca, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, paradas de autobús y la estación de metro Marqués de Vadillo. Mejor ver!!!Especialistas en venta y alquiler de viviendasSoluciones a su medidaEncuentra más en http://www.hogaliasoluciones.com
Piso de dos habitaciones via Lusitana, Abrantes, Madrid;https://www.indomio.es/anuncios/96932153/;197.000;197000;;;2.897;68;Madrid; Carabanchel;11;Abrantes;117;Abrantes;;Piso de dos habitaciones via Lusitana;desconocido;;Inclasificable;Piso;;Bueno / Habitable;;3;2;2.0;1;Sí;Sí;;;Sí;;;;1965.0;;Individual;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;"Se vende piso en muy buen estado.La vivienda es toda exterior, muy luminosa como se muestra en las fotos, actualmente tiene 2 Dormitorios antes 3, salon con cocina americana, baño con plato de ducha, la vivienda esta en muy buen estado, la reforma de la vivienda es de hace 7años, puertas sapeli, ventanas aluminio, suelos de Gress, paredes lisas, electricidad cambiada.Situado frente al Parque Emperatriz María de Austria. Zona con todo tipo de comercios, farmacias, colegios, bancos, supermercados, se encuentra a unos minutos del centro de salud de Abrantes, 150mts del supermercado Dia, a 5 minutos del centro comercial ""Isla azul"", a unos 500m del Mercadona y cerca de diferentes colegios, farmacias y todo tipo de servicios de primera necesidad.Muy bien comunicado con el transporte publico:Autobuses: 47-108-81-484-E1-116-247-55. , A 100mts del Metro de Abrantes Linea 11, A 400mts del Intercambiador de Plaza Elíptica.Metro: L6 a 2 minutos y L11 a 5 minutosCarreteras: M30-M40-A42-A5.¡LO MEJOR ES QUE NOS LLAMES Y LO VEAS!Consulte con nuestros asesores para visitas y financiación."
Ático Calle De La Parra, Puerta Bonita, Madrid;https://www.indomio.es/anuncios/97016511/;100.000;100000;;;1.0;100;Madrid; Carabanchel;11;Puerta Bonita;115;Puerta Bonita;calle de la parra;Ático Calle De La Parra;desconocido;;Inclasificable;Ático;;Bueno / Habitable;;4;2;2.0;1;Sí;Sí;1 en garaje privado;;Sí;;;Individual;2000.0;;Individual;;€ 55/mes;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;**LEER ATENTAMENTE**Oportunidad de Inversión: Venta de Proindiviso de Ático*Estimados inversores:Les presentamos una exclusiva oportunidad de adquirir un proindiviso del 50% de una herencia legítima correspondiente a un precioso ático. Este inmueble destaca por sus atractivas características, que lo convierten en una opción ideal para quienes buscan una inversión sólida en el mercado inmobiliario.El ático cuenta con las siguientes características:- *Distribución: * Dos habitaciones, salón, baño, cocina y una terraza de aproximadamente 25 m².- *Iluminación y ventilación: * Gracias a su doble orientación, el espacio recibe abundante luz natural y goza de excelente ventilación.- *Servicios de la finca: * La propiedad incluye ascensor, portero físico, plaza de garaje y trastero.- *Ubicación privilegiada: * Situado a pocos metros de la estación de metro Oporto (líneas 5 y 6) y con múltiples líneas de autobús, lo que garantiza una conexión fácil y rápida con cualquier punto de Madrid.Para más detalles sobre esta valiosa oferta, no duden en ponerse en contacto con nosotros. Estamos a su disposición para responder cualquier inquietud y proporcionar información adicional.
Piso de cuatro habitaciones Camino Alto De San Isidro, San Isidro, Madrid;https://www.indomio.es/anuncios/96945473/;420.000;420000;;;3.206;131;Madrid; Carabanchel;11;San Isidro;113;San Isidro;;Piso de cuatro habitaciones Camino Alto De San Isidro;255;E;E;Piso;;Bueno / Habitable;No;4;4;4.0;2;No;No;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;"Te presentamos este espectacular piso de 131 m², situado en la cuarta planta de un edificio con ascensor. La vivienda dispone de cuatro amplias habitaciones, dos cómodos cuartos de baño completos con plato de ducha, salón-comedor muy luminoso y cocina independiente con un espacio abierto utilizado como lavadero. Todas las habitaciones y el salón cuentan con un fabuloso balcón que te permitirá un desahogo al aire libre dentro de tu propio espacio. Además, el salón cuenta con un dispositivo de aire acondicionado perfecto para aclimatar tu espacio. Una de las ventajas más destacadas de este piso es que incluye plaza de garaje, lo que supone un valor añadido en la zona. Además, la finca está equipada con ascensor, lo que facilita el acceso a la cuarta planta de manera cómoda y rápida. En cuanto a la ubicación, este piso no podría estar mejor situado. Se encuentra a tan solo 3 minutos andando de la estación de metro de Urgel, lo que garantiza una excelente conexión con el resto de la ciudad. Además, la zona es tranquila, pero cuenta con todos los servicios cercanos, como supermercados, tiendas, colegios y zonas de ocio. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual."
Piso de una habitación muy buen estado, primera planta, Justicia-Chueca, Madrid;https://www.indomio.es/anuncios/96996531/;726.977;726977;;;8.553;85;Madrid; Centro;1;Justicia;14;Justicia;;Piso de una habitación muy buen estado, primera planta;desconocido;;No indicado;Piso;1.0;Óptimo / Reformado;Sí;1;1;1.0;1;Sí;;;Sí;Sí;;;Individual, por aire, por bomba de calor;;3.0;Individual, frío/calor;;€ 72/mes;;;Libre;;;;;señorial;1;;0;1;;0;0;;0;;0;0;Cocina independiente;1;;1;0;1;;0;0;;;;0;;0;0;1;1;1;1;Se vende exclusiva vivienda exterior ubicada en el prestigioso barrio de  JUSTICIA en pleno centro de Madrid.Todas las estancias ofrecen un diseño moderno, elegante y cálido. Con una obra INTEGRAL de gran calidad y acabados de lujo.La vivienda se encuentra en un edificio SINGULAR con ascensor y todo el encanto de la arquitectura clásica pero combinado con las comodidades y acabados más actuales.Tiene una superficie de 85 metros cuadrados. Se entrega amueblada.Distribución:Hall de entrada con puerta de seguridad.Cocina independiente completamente equipada de estilo moderno y funcional con zona de barra y electrodomésticos de alta gama.  Gran Salón-Comedor en dos ambientes, con TRES balcones a la calle. Su distribución diáfana y su cuidada decoración hacen de este espacio un lugar muy cómodo y acogedor. Dormitorio amplio con gran armario empotrado. Baño en suite moderno y completo.Características:Balcones en pvc blanco/marrón con climalit.Suelos en madera noble de gran calidad. Techos altos.Amplio sistema de puntos de luz. Sistema calefacción por split con bomba de aire frío calor. Sistema de alarma inteligente.En cuanto a la ubicación, este inmueble se encuentra en una zona privilegiada de Madrid. Barrio Justicia y junto al barrio de Almagro. Al lado de la Plaza Santa Barbara, Glorieta de Alonso Martínez, Calle Almagro, calle Sagasta, Glorieta Bilbao. Calle Fuencarral. Ofrece la zona una amplia variedad de Colegios, Teatros, tiendas variadas, restaurantes, mercado tradicional y servicios varios.Conexiones: En cuanto a las conexiones de transporte, las estaciones de metro más cercanas son Alonso Martínez, Tribunal, Glorieta de Bilbao que se encuentran a pocos minutos a pie. Y variadas líneas de autobuses. Verlo de lunes a sábado.
